,id,label,recommendation
72,49193,11,3.356359924697676
73,19244,13,4.272091829892542
74,9565,3,7.3456308158894945
75,28753,11,4.302061121137946
76,30725,13,2.6845228397334915
77,32784,13,1.5425207534676881
78,62284,11,1.6154934887124461
79,29245,3,3.98908271477243
80,63181,13,1.745910440844778
81,28452,13,1.6066752508187827
82,23065,13,1.8135795157602865
83,8140,13,8.517598247858174
84,36669,2,3.980910117294436
85,57738,11,6.004132136899052
86,46716,11,3.975984974053224
87,43033,11,4.779637740198957
88,34362,3,2.2739060672070623
89,73247,11,2.9711101203832735
90,28538,0,2.215055230185217
91,19196,13,1.7603512137329986
92,30796,13,3.142040096454252
93,29569,13,9.31210995590241
94,53429,11,2.1441943979131297
95,15893,13,5.158559726680402
96,32210,13,2.043041454187803
97,65774,11,3.77367908660257
98,19245,13,4.280204784947806
99,21658,11,23.749719469024512
100,39307,11,13.408937033245351
101,69275,3,1.6524919350866787
102,19938,13,10.655899465133711
103,69691,11,1.877734013111381
104,24551,13,2.2376129036712293
105,20675,13,1.5731913820089645
106,80197,11,1.4857778738759861
107,68627,11,2.4815156149869657
108,50175,13,2.118122146862704
109,41143,13,1.3874381704192014
110,33934,11,4.9548551101805325
111,21489,11,2.215055230185217
112,18275,13,3.239678462615165
113,28152,11,13.350357265093663
114,6809,13,1.225645306907194
115,41462,11,4.2086386698373195
116,19806,13,2.965101177215625
117,56407,3,1.7173477697336448
118,45584,13,5.958150194101822
119,11172,11,14.85491824728356
120,73967,11,1.3883409296461924
121,36281,11,3.0040940738283393
122,19246,13,5.066434333864914
123,21769,3,9.888582084899378
124,27244,3,1.3590769212391873
125,46287,3,2.0746187874985975
126,22838,11,8.421308691520073
127,43858,11,3.0569399132250625
128,38200,11,6.604994882399488
129,49223,3,2.85923240326526
130,73641,11,1.475053100483299
131,27249,3,2.8028083983388647
132,55739,13,1.9339730317958033
133,45871,0,1.0066096484387317
134,43498,11,2.7027432000825016
135,55293,11,1.356263680970645
136,40216,13,3.971265198285658
137,80103,13,0.9301223356295598
138,40516,13,1.8588923391209025
139,38743,13,1.348150725915381
140,25714,11,2.701276937525501
141,36889,13,7.147044873476902
142,30111,13,1.6805507452905317
143,38748,13,1.7728854511221954
144,17258,13,5.677233254241743
145,67377,3,1.5536483707226139
146,32280,13,19.128014930194297
147,40223,13,3.4214092901907067
148,78341,11,1.1063559720297875
149,29218,13,1.475754437779171
150,31742,13,3.4848663957884565
151,36387,11,13.72314496458822
152,6932,0,1.1779220871402745
153,61384,13,0.9942768329806544
154,25547,13,2.537754633671388
155,65302,13,1.790521926909522
156,46685,11,5.614234035867397
157,7034,10,8.179450349669223
158,67022,11,1.557868231125427
159,73103,13,1.6192094882079795
160,16258,11,2.28784692473053
161,25731,13,1.5934600573653883
162,7720,13,1.3330046701887612
163,34464,13,2.1962135561947385
164,29466,13,2.470786896051751
165,22041,13,1.813780937691406
166,27588,13,1.610391250314316
167,7932,13,3.6515765114566214
168,2996,3,4.062193283983051
169,16867,2,1.6999166614199648
170,26592,13,2.5891977984763677
171,29243,13,4.918054140194892
172,18375,11,1.9762751384992854
173,5755,13,2.0171706250684958
174,4265,13,2.4789037966495426
175,6150,13,2.701655454613538
176,29195,13,2.033719355386859
177,45568,3,2.719618696151227
178,6679,11,2.3565997995724746
179,13005,13,4.044939270826288
180,47663,11,5.022717715942106
181,32453,3,3.4474933778687147
182,21802,3,8.563249673596735
183,47363,13,2.3946263489929414
184,25486,13,1.4320496564839453
185,26496,11,22.91460536238995
186,55612,11,2.577243500106327
187,20058,2,6.749470144789477
188,72822,11,2.2427355233010333
189,40644,3,2.8010868490818135
190,23198,13,5.350527248911461
191,26569,13,5.3505233033689334
192,30338,2,5.955719416463843
193,37115,13,3.2254391116580634
194,44936,13,1.1370266005710636
195,29191,13,1.0263540816562016
196,58152,11,2.697439539753252
197,69785,13,2.6040210339951524
198,46258,11,9.777957371779662
199,16333,13,2.6470244779945062
200,29087,13,3.5913229998430327
201,3761,13,14.508117369730282
202,32412,3,6.647604027140696
203,48460,3,4.634280099813652
204,4266,13,3.6713209446740915
205,65301,3,5.0270011643101755
206,34217,13,1.5215711220470667
207,27492,3,6.845650139478444
208,29589,13,8.589373675984834
209,46709,2,2.078834702358883
210,50090,13,1.408085362863662
211,24272,13,1.3118536168370203
212,71637,13,1.0496130924380853
213,22843,13,2.4207582424660963
214,2249,13,4.289220499230061
215,3351,13,2.0439442134147936
216,26944,13,6.477319691485388
217,25258,3,2.8451144505848736
218,32336,10,2.4626739409964866
219,28218,13,1.923046836471997
220,48488,3,2.8123319190709273
221,24343,13,1.1814366647046883
222,45672,13,1.038686897114279
223,21222,13,1.586426956694033
224,4900,13,3.688957420461418
225,55869,13,2.002347389549711
226,56394,3,1.4873859159413765
227,51913,3,2.0261902848932785
228,27753,11,5.050401954600449
229,30110,13,1.7142360360314697
230,30793,13,5.878337889031773
231,44747,11,1.8217167975897526
232,1691,13,10.155922734265186
233,30457,13,5.091620261377495
234,44404,13,2.6410194803693847
235,47223,3,5.518707572679153
236,28618,13,1.899787825690113
237,33329,13,1.9026010659586554
238,3198,11,3.0978314542517467
239,55915,13,1.7644496758590962
240,53645,11,1.6377487232222976
241,27242,13,1.3730177787626552
242,27601,13,8.084834536793027
243,39667,2,1.7219704739986967
244,78345,13,0.7540901211604514
245,7935,13,3.7575292546039183
246,51377,13,0.7861673698359986
247,78805,0,0.7220128724849042
248,73658,0,0.9056581266445243
249,32424,11,8.847930418747493
250,9147,13,1.4301391754423944
251,64028,13,1.6342341456578835
252,5061,13,1.0498145143692046
253,79877,11,1.137228022502183
254,56375,13,1.137228022502183
255,31168,13,4.13395687548213
256,79395,13,0.8108330007521536
257,48816,11,1.1781235090713937
258,69516,11,1.5094397285201087
259,4289,13,2.9055733296721096
260,3672,13,5.857955706483688
261,770,13,1.00540445023558
262,18050,13,3.180521241074632
263,21315,13,1.5024105733912803
264,40643,11,2.3307329159956955
265,43559,11,3.150237020706447
266,10241,13,1.8323201727057241
267,5839,13,2.1266379457802067
268,40298,11,3.601366817171522
269,60881,11,2.152391322165325
270,3786,13,8.938276451994472
271,22117,13,1.374101578689091
272,54338,11,2.2891321465880856
273,55737,13,1.414997065258302
274,21517,13,2.459360785363192
275,52750,11,1.5577468328487114
276,14596,13,2.2612747583153516
277,37948,3,4.198442084126113
278,65768,11,1.67474716959653
279,38221,3,2.7617994045779932
280,21302,11,3.152663852801898
281,45163,3,2.926019100185451
282,47073,3,2.0406350033240264
283,80382,11,1.7723855357574425
284,1244,13,13.72449377441103
285,47511,11,4.359904236345232
286,1730,13,3.716637713577234
287,8594,11,1.1139690117202992
288,12097,13,1.2567187793107086
289,43209,13,1.7470146220028886
290,36335,13,2.0036326114072667
291,28153,11,6.368267051263498
292,39113,0,0.9179909421026016
293,72611,13,0.8305774339696232
294,40435,13,1.00540445023558
295,60454,13,1.0374816989111273
296,26693,13,7.432371259043331
297,12753,13,1.1248952070441056
298,73324,13,1.393846011906561
299,23863,13,1.3353140495500238
300,70354,11,1.3617687632310138
301,47366,13,2.021209444771864
302,17168,13,4.111729913289007
303,40215,13,4.322531218425489
304,79815,13,0.928917137426408
305,42804,11,0.9930716347775026
306,64555,13,1.5351891593626996
307,4477,13,8.839144204478869
308,27150,11,1.971172900101155
309,39913,11,1.5270762043074353
310,28564,13,3.667633217495287
311,59287,11,1.4731465649842754
312,8743,13,3.6387398350912648
313,16966,13,7.306544793316793
314,21803,11,6.902590495458737
315,29270,3,2.142485338802698
316,59125,11,1.290202648120527
317,43600,11,2.9813553596428823
318,18990,13,6.349650278225084
319,46260,3,2.142485338802698
320,27243,13,1.6366649232958614
321,32035,11,3.54673584055249
322,48563,11,3.428324938127874
323,34542,11,1.6296357681670333
324,15175,3,14.362133816641943
325,23322,13,5.418457388180818
326,70600,11,1.3864343941471688
327,29698,13,8.043233767385416
328,55199,11,1.269051594768786
329,39489,13,1.5312921191677211
330,32220,13,1.3959539693367042
331,70785,13,0.8305774339696232
332,28647,11,3.6292281509867834
333,27432,13,1.3550584827674934
334,38138,3,1.312760321606539
335,8647,13,7.490947081652488
336,72744,11,1.6194109101390988
337,22247,13,3.1410999081474764
338,32350,11,4.230192567051299
339,5990,11,8.374609629256861
340,13523,13,6.203708753278095
341,12786,13,3.027550560998815
342,64787,13,0.7540901211604514
343,67833,11,1.133713444937769
344,12996,13,1.2246415306351612
345,50022,11,1.265537017204372
346,55789,13,2.798789959867171
347,46896,13,0.950068190778149
348,30507,13,3.914727686167602
349,78533,13,0.8859136934270544
350,59809,1,0.8947319313207178
351,6006,13,1.1569724557196528
352,32971,13,1.2997222233100625
353,44294,11,1.9581387473472058
354,14055,13,1.006811070369851
355,70779,13,1.2313518110986819
356,35574,11,1.6539785788753532
357,29631,13,11.414672637529051
358,41179,3,1.0156293082635144
359,5683,13,8.20961711730322
360,28374,11,7.5547309530005995
361,36262,13,1.418511642822716
362,48683,3,1.5380023996312417
363,29561,13,3.258415174018075
364,27619,13,0.8503218671870931
365,51684,13,1.0339671213467132
366,34848,1,3.172794694192459
367,4666,13,2.613040693819935
368,50704,13,1.6056714745467504
369,22842,13,2.0282982423234217
370,35605,13,5.487083087092249
371,23197,13,2.686714766360565
372,65345,13,0.8291708138353522
373,45330,13,0.8933253111864468
374,46128,13,1.0304525437822993
375,32755,11,2.9986690152223745
376,5404,13,0.6776028083512795
377,7638,13,1.0128160679949723
378,38684,13,0.7417573057023739
379,19350,13,1.1788248463672657
380,79099,13,0.7096800570268267
381,73841,11,0.7650163164842578
382,81299,1,0.7417573057023739
383,80525,13,0.7096800570268267
384,79631,13,0.7096800570268267
385,82057,13,0.6776028083512795
386,69341,13,1.0360750787768562
387,65440,13,0.9254025598619939
388,45517,13,0.7096800570268267
389,45497,13,0.7096800570268267
390,9897,13,1.0142226881292433
391,21312,13,8.590662843384917
392,49315,13,1.1146703490161713
393,7005,11,2.6391129448703614
394,13472,11,3.8163840371682904
395,80105,13,0.6776028083512795
396,7295,1,0.797093565159805
397,79638,13,0.7096800570268267
398,55599,13,0.7650163164842578
399,29540,2,1.3762095361192344
400,29089,3,8.739094788392613
401,22979,3,18.282679451789512
402,28734,11,3.0733672452667107
403,12507,13,4.141368493241522
404,37366,3,2.452658395984726
405,18177,13,1.5591534529829827
406,8010,13,13.946843242031827
407,73385,11,1.1918629446637423
408,69050,3,1.9436979744589855
409,26683,11,12.966542353230263
410,63435,11,1.926443961302223
411,48778,11,3.7452043302308953
412,414,11,9.048881437401551
413,27740,13,0.9391419954543425
414,29759,13,1.8918762925659685
415,11750,13,3.780792210928329
416,32261,13,1.2778698326624494
417,39297,13,1.420619600252859
418,53951,13,0.928917137426408
419,24154,3,5.7444103048775546
420,52297,3,1.2457925839869022
421,71617,11,1.1030428163964927
422,69974,13,1.1400412627707253
423,22840,13,1.6909770252495857
424,7851,13,2.1417840015068257
425,48692,11,4.004245206188196
426,5106,13,2.7836478496830788
427,11523,11,4.066291746109148
428,26273,13,3.288388410806006
429,29854,13,3.911531983268496
430,78343,13,0.950068190778149
431,37868,13,0.9733272015600327
432,5136,13,3.0984113932709025
433,32089,13,3.3927291663453856
434,41460,11,2.4382136775539784
435,54367,13,1.0265555035873208
436,18473,13,1.9567321272129348
437,76382,11,1.4805581827436678
438,56294,13,1.3987672096052464
439,24316,13,1.1999758997190064
440,29488,13,4.514416603570886
441,9941,13,0.9056581266445243
442,78804,13,0.7220128724849042
443,47380,13,0.7861673698359986
444,23738,13,1.290903985416399
445,53651,13,0.7417573057023739
446,69229,11,1.6293129479591981
447,79397,13,1.0286634610174639
448,34326,13,0.6776028083512795
449,45147,13,1.133713444937769
450,25794,11,1.593540081019792
451,5359,13,0.8491166689839411
452,39601,11,2.7566971661798627
453,69292,11,0.9467550351448539
454,53655,11,1.057427554059716
455,47527,11,3.234664138956493
456,68736,2,1.3341127968893989
457,25177,11,2.559308530885367
458,67576,11,1.235067810594215
459,69968,13,1.8325215946368432
460,18404,13,1.623307950334077
461,41976,11,3.7441205303044596
462,69075,13,1.749827862271431
463,27246,13,0.9426565730187566
464,22583,13,1.213715335311355
465,67182,3,1.3052273055704307
466,80639,13,0.8305774339696232
467,56337,1,0.5459806580157955
468,10050,11,4.0213738755257165
469,17169,13,1.3203733612970505
470,48818,11,2.092654161605635
471,81468,11,0.665471414824321
472,29588,13,2.340776733324185
473,47516,11,1.3771162408887525
474,23802,11,6.864773259054445
475,56211,13,0.8723756797658251
476,26674,13,1.000684674468014
477,43021,13,0.7937804095265101
478,48689,11,0.665471414824321
479,28166,13,1.1141704336514184
480,68799,13,1.2794778747278397
481,38699,11,1.9731634047971096
482,28247,13,4.308985313679205
483,3054,13,2.96570938855151
484,79634,13,0.6224679708249674
485,6889,13,0.8381904736601347
486,3379,11,3.5092295877284507
487,39750,13,3.165907318572021
488,34072,3,0.8293722357664713
489,41331,13,1.1236900088409538
490,16197,13,1.7123255549899183
491,37438,13,0.6545452195005147
492,48452,3,1.0683537493835225
493,9035,13,2.287930893927461
494,48565,11,1.8892644742285454
495,68403,11,1.057427554059716
496,68915,11,1.2178137974374523
497,9626,13,2.60301725772312
498,42015,11,1.9823044628986082
499,78275,13,0.7084748588236747
500,28780,11,2.8420027168826985
501,42452,13,0.7726293561747692
502,14581,13,1.0958326205682196
503,11270,13,1.4807596046747868
504,43360,3,5.7083860967806235
505,35486,11,3.326672079037794
506,38194,13,0.5459806580157955
507,56775,13,1.1987707015158546
508,11102,13,0.7849621716328467
509,45906,11,0.9453484150105829
510,14939,13,0.9911650992784786
511,69575,13,1.4987149551274213
512,17269,13,0.8826005377937594
513,48482,3,2.138470845873531
514,73786,11,1.823384482077872
515,65304,11,4.533211125285256
516,10073,13,0.8061132249845875
517,38678,13,0.9809402412505442
518,56425,3,1.5321988239372395
519,35545,11,2.740845827614844
520,78154,13,0.6224679708249674
521,52898,11,1.389126236138995
522,80582,11,0.8790859602293455
523,23262,13,0.6619568372599071
524,74811,13,0.7493703453928854
525,8648,13,0.6852158480417909
526,50802,11,2.942828894857663
527,43135,11,2.004539316176785
528,9140,13,1.4405654554014482
529,39396,13,1.155065920220629
530,40439,3,1.7070258402031964
531,26600,1,1.1695066931088496
532,26694,11,5.567302181567064
533,7874,13,1.1018376181933407
534,73652,13,0.9393434173854618
535,1640,13,0.950269612709268
536,45936,13,1.492387137294465
537,36668,3,3.352365813000183
538,6869,0,4.0199712009339725
539,40461,13,0.8417050512245488
540,34214,13,6.55702308842534
541,40647,13,1.1127638135171471
542,10796,13,1.2111035169739321
543,49782,13,1.132508246734617
544,47036,11,0.9488629925749971
545,17795,13,4.838064739967925
546,16399,3,0.665471414824321
547,33385,13,0.8170394203083939
548,79706,13,0.665471414824321
549,79844,13,0.5459806580157955
550,37949,13,0.7937804095265101
551,18133,13,1.4077868694300288
552,40200,13,2.0471602975455743
553,7925,13,1.984089600120916
554,48558,11,2.0947621190357784
555,46073,11,1.8071546264248164
556,29181,13,0.8096278025490016
557,28245,13,3.9970389559024504
558,27599,13,1.1536593000863578
559,57722,11,1.1980693642199824
560,51815,11,1.7369911859060734
561,69745,11,0.8075198451188585
562,29409,13,2.953372627550905
563,3031,13,1.0253503053841688
564,10834,13,1.0218357278197547
565,40648,3,3.012231355657805
566,15057,13,4.612826607485751
567,20103,13,4.297357781059527
568,41920,11,3.5726827477836736
569,76669,11,0.9809402412505442
570,47683,13,0.9809402412505442
571,44469,13,2.0066472736069283
572,40286,13,1.124395291679353
573,24384,3,1.2438860484878784
574,44479,13,1.6576945783708865
575,68386,11,1.3954540539719513
576,39733,11,2.196620345599504
577,52871,3,1.9587226319088893
578,22119,11,2.398603412842323
579,23208,2,13.512762285484083
580,6374,13,5.299100519795628
581,22145,3,6.958514585020379
582,27293,11,7.582482725166727
583,42193,11,1.6855559121861476
584,21947,13,2.010863188467214
585,31108,11,2.5057613541927712
586,56486,3,1.3020355482138517
587,50109,11,2.876570385618953
588,16672,13,1.5544336772154166
589,16386,13,0.916084406603578
590,40438,13,1.4493836932951116
591,27638,13,1.5600562122099737
592,21767,13,9.801563529543582
593,21761,13,0.7617031608509628
594,12039,13,0.6545452195005147
595,70441,11,1.3750043379160823
596,44478,13,1.0355751634121035
597,34625,10,1.5776926879973006
598,66040,13,1.4747506615071382
599,51103,11,1.306633925704702
600,44125,3,0.5015705938821708
601,13707,3,0.8600428643077477
602,44943,13,0.533647842557718
603,69577,13,0.5015705938821708
604,42439,13,0.5657250912332653
605,66727,13,0.7638111182811059
606,9537,13,1.548424734047768
607,43212,0,0.6333941661487739
608,32835,13,1.0711669896520648
609,38140,13,2.2019200603862266
610,7079,13,6.9324901397651
611,70464,13,1.002091294602285
612,56430,3,1.4645297490217308
613,42741,13,1.3129617435376582
614,8646,13,5.538787316251078
615,17002,11,5.880399872778038
616,27145,13,0.9823468613848152
617,47206,2,1.6298371900981523
618,30606,13,3.1666722438331494
619,21807,13,1.4063802492957578
620,65833,11,2.5469757154272896
621,4774,13,3.174020273627285
622,72747,3,1.4010765889665084
623,21784,13,1.2794778747278397
624,17061,13,1.8483689876593346
625,30813,13,1.3489360324081838
626,28448,13,2.0387245222824752
627,42464,11,2.273808995704548
628,81158,13,0.7084748588236747
629,20850,11,2.187798162163314
630,30211,13,5.993818098453659
631,21879,11,3.4887877627576365
632,17770,13,5.863074380570965
633,47907,11,1.1885497890304475
634,56599,13,0.8900121555531517
635,52969,13,0.7507769655271563
636,4602,13,2.8071082823960816
637,44947,13,0.686622468176062
638,40488,13,0.7098814789579457
639,66169,11,0.8491166689839411
640,1820,13,4.065082602363469
641,19977,13,1.0130174899260913
642,22384,1,1.0859902251708493
643,17435,13,1.0130174899260913
644,54986,11,1.0595355114898592
645,32924,13,1.1236900088409538
646,27557,13,1.874823701340325
647,69522,13,0.6210613506906963
648,19544,13,0.6852158480417909
649,20200,13,0.5889841020151492
650,46837,11,1.9132287678488284
651,5888,1,2.1116972575272333
652,30464,13,1.4557115111280674
653,16760,11,1.126503249109496
654,72311,11,0.61013515536689
655,40522,13,0.6975486634998683
656,30643,13,3.705203711803621
657,44698,13,0.8491166689839411
658,41411,1,0.6422124040424373
659,69098,13,0.7849621716328467
660,35182,13,0.5780579066913427
661,72816,13,0.7617031608509628
662,46440,13,0.8723756797658251
663,73052,13,0.5657250912332653
664,75798,13,0.533647842557718
665,44224,13,0.533647842557718
666,82448,13,0.6763976101481275
667,51412,13,0.533647842557718
668,18152,13,0.7958883669566531
669,29948,13,0.533647842557718
670,36675,13,0.5657250912332653
671,74575,13,0.533647842557718
672,54026,11,1.1695066931088496
673,68814,11,1.281968294788547
674,20878,11,0.7863687917671177
675,68914,11,1.1857365487619052
676,45347,11,3.0238588882774833
677,56395,13,1.4557115111280674
678,40065,11,2.6502366165827596
679,34874,11,2.5311322679473256
680,22252,13,12.149076559010613
681,31455,13,1.1360228242990311
682,31104,3,5.956126205868609
683,11423,13,3.1165721111971836
684,33509,13,4.957188816315996
685,7345,11,9.444932093220515
686,27089,11,4.930036710881661
687,43316,13,1.0500159363003239
688,56684,13,0.7186997168516092
689,2577,13,4.882104178098568
690,46424,11,1.0771719872771859
691,28222,13,1.4740493242112664
692,39028,3,1.7288821763933364
693,37578,13,0.7754425964433114
694,46170,11,1.2798603373584039
695,1330,11,31.64137564963666
696,12760,13,3.100019435336293
697,21997,11,2.1973256284379032
698,11509,13,1.44126679269732
699,18621,1,1.0771719872771859
700,30105,13,1.1413264846282805
701,27590,13,3.841255035558092
702,22528,13,0.5780579066913427
703,29406,13,10.750771412463212
704,9862,13,2.8092201853687517
705,3337,13,3.221622095117489
706,53866,13,0.61013515536689
707,23435,13,0.6975486634998683
708,46567,3,0.738444150069079
709,56327,11,0.9918664365743507
710,18372,10,0.9037515911455003
711,79304,13,0.8833018750896314
712,51857,13,0.6210613506906963
713,46123,13,0.5015705938821708
714,17724,13,1.233661190459944
715,73262,3,0.9626024281673455
716,37638,13,1.4500889761335105
717,29760,13,2.091570361679199
718,28171,13,6.489740421682923
719,41105,13,1.2794778747278397
720,29953,13,0.873782299900096
721,56208,3,1.6132845142372618
722,46713,13,1.6837668294213124
723,29731,13,0.7740359763090403
724,46662,13,1.0799852275457282
725,48479,13,0.7507769655271563
726,62740,13,1.0362765007079753
727,41686,13,1.9125234850104291
728,7843,13,0.8614494844420186
729,71193,11,0.7972949870909241
730,39721,13,1.3327061767551278
731,12789,13,2.1733573892750933
732,42093,11,1.2664397764313633
733,2179,13,0.996086296977164
734,30410,13,2.0771256432484515
735,48753,11,1.514944810780477
736,55831,13,0.6531385993662436
737,46505,11,1.3224813187271933
738,34629,13,0.6210613506906963
739,79307,13,0.5657250912332653
740,46925,3,0.6335955880798929
741,50682,13,1.2631266207980683
742,75518,11,0.786570213698237
743,29043,13,1.4507903134293825
744,70989,11,1.6481750031813511
745,31505,13,1.048810738097172
746,33388,13,6.957100073801053
747,46135,13,1.4575005938929029
748,33847,13,0.9358288398210475
749,40155,1,1.06094213162413
750,14846,13,1.310148503269116
751,30474,13,0.8075198451188585
752,34506,13,1.0916127601654064
753,28977,13,1.2692530166999054
754,46707,3,1.1980693642199824
755,19598,13,0.9721220033568808
756,23206,3,4.256293090418453
757,55868,13,1.1661935374755545
758,19145,13,3.7332704130925287
759,11568,13,1.2768660563904168
760,45495,11,1.0787800293425762
761,79315,13,0.4573619516796652
762,71235,3,2.26838788264111
763,49536,13,0.40202569222223405
764,29405,13,0.6642662166211691
765,54780,3,2.4336913781750047
766,400,13,0.8799887194563365
767,43846,13,0.43410294089778134
768,39654,13,0.5229230691650307
769,42647,13,0.7065683233246508
770,48466,13,1.2398676100161843
771,55026,3,0.5856709463818541
772,28855,13,0.35761562808860936
773,2986,13,0.9613972299641937
774,16180,13,0.7633112029163531
775,1005,13,1.5200674304102813
776,45856,13,0.6533400212973627
777,42278,13,1.2747580989602738
778,77687,13,0.5659265131643844
779,34822,11,1.3149522482336127
780,39444,11,1.0590355961251063
781,37505,13,2.8728708218125663
782,4771,13,2.007550032833919
783,38479,13,0.7086762807547938
784,8773,13,3.328602941311019
785,48679,3,1.581412633035361
786,46252,11,0.683309312542767
787,48754,11,2.7357475347592413
788,28386,13,2.057586577504628
789,12270,13,1.0481094008013
790,65594,13,0.4538473741152511
791,35492,13,1.6046676982747174
792,23026,13,13.090117622106048
793,31012,13,3.0000999621308466
794,80123,11,0.38969287676415665
795,69730,13,0.5003653956790188
796,68153,13,0.38969287676415665
797,65313,13,0.35761562808860936
798,46869,13,0.8888069573499999
799,47106,13,0.815834222105242
800,28145,13,1.2610186633679252
801,12046,13,0.9667008902934429
802,69500,13,0.8849099171550215
803,49156,11,1.593036220112512
804,6712,13,1.8408359716232265
805,27373,13,2.363914345829353
806,46710,11,1.670228815760083
807,23317,13,1.53840524349348
808,66377,13,0.5870775665161252
809,26686,13,0.7707228206757453
810,12038,13,0.5870775665161252
811,45318,13,0.9134725882661549
812,45072,13,0.9367315990480386
813,40696,13,0.6977500854309874
814,74341,2,1.54300362098433
815,73821,3,0.7174945186484571
816,11806,13,2.5313297443359173
817,75636,3,0.5980037618399316
818,39600,13,1.1566739622860192
819,57652,11,2.4682629924537864
820,41461,13,2.548966220123244
821,38276,11,2.296572036664207
822,74316,3,1.1217834733419298
823,9766,13,1.3745044225513297
824,61820,13,0.46618018957332863
825,76146,13,0.46618018957332863
826,35786,13,2.17074557093767
827,40363,3,2.3378460403214545
828,27035,13,0.810211687110685
829,34801,13,0.553593697706307
830,42523,13,3.0431630485529295
831,4941,13,0.9920678585054697
832,21702,13,0.7298273341065347
833,41648,3,0.7298273341065347
834,7837,13,3.547130793329674
835,11507,13,2.8891006774656223
836,13708,3,2.0343236211802167
837,45166,13,2.2905630934965577
838,32613,13,1.3875385753052791
839,6868,11,5.091692393946843
840,26672,13,1.4721427887122425
841,36120,11,0.8309802778318617
842,72673,11,1.1252980509063442
843,76912,13,0.44643575635585875
844,75179,11,0.9913665212095979
845,22316,3,2.78827055394813
846,29652,13,0.35761562808860936
847,51746,11,0.684010649838639
848,55903,13,0.9229921634556901
849,42104,13,0.7728307781058884
850,31724,13,0.4450291362215877
851,3285,3,17.52056452060517
852,43253,11,1.6304210746598358
853,21949,13,2.9694253880470436
854,41464,13,2.1802690916697327
855,4572,13,0.9169871658305688
856,30473,13,0.5994103819742027
857,14009,13,0.7742373982401594
858,48801,11,2.6899308504913453
859,54369,11,1.997711582979076
860,41912,13,0.9811416631816633
861,47971,13,0.7509783874582755
862,28045,13,1.5331055287067579
863,51662,13,0.35761562808860936
864,14481,13,0.4450291362215877
865,68886,13,0.3255383794130622
866,65666,13,0.4129518875460405
867,21454,8,0.3255383794130622
868,80822,13,0.3255383794130622
869,72689,13,0.5645198930301133
870,80113,13,0.38969287676415665
871,77845,11,0.43410294089778134
872,25468,13,0.47710638489713497
873,35258,13,0.5856709463818541
874,32099,13,1.228240077396506
875,43439,13,1.1013337572860609
876,12889,13,9.872944658412099
877,74744,13,0.8486167536191884
878,72820,11,0.8165395049436412
879,42396,11,1.789018235272737
880,41333,13,3.3448249058790207
881,27248,13,0.8877231574235638
882,68734,11,1.0801866494768473
883,31014,11,0.5747447510580478
884,39771,13,1.0061897567283824
885,32201,13,0.8281670375633194
886,5396,13,0.7086762807547938
887,39205,3,2.9285338470203595
888,69697,11,0.4982574382488758
889,78279,13,0.553593697706307
890,77238,3,0.40202569222223405
891,68471,13,0.3699484435466869
892,79840,13,0.3699484435466869
893,39128,13,1.1418507267672346
894,29095,13,0.5870775665161252
895,71672,3,0.8493180909150603
